Latitude,Longitude,Altitude,Aerosol_Type
43.610152213549235,-117.59232948181702,5.5,5
43.613118948175114,-117.59334014198389,5.5,5
43.616085734741986,-117.59435035144124,5.5,5
43.61905246321466,-117.59536035999665,5.5,5
43.62201902355792,-117.59637041745755,5.5,5
43.62498530573654,-117.59738077363139,5.5,5
43.627951199715284,-117.59839167832558,5.5,5
43.63091659545899,-117.59940338134766,5.5,5
43.633881405399244,-117.60041608749553,5.5,5
43.63684563183519,-117.60142982152914,5.5,5
43.63980929953275,-117.60244456319879,5.5,5
43.642772433257875,-117.60346029225488,5.5,5
43.64573505777654,-117.60447698844786,5.08,5
43.6486971978547,-117.6054946315281,5.08,5
43.65165887825829,-117.60651320124589,5.08,5
43.65462012375327,-117.60753267735171,5.35,6
43.6575809591056,-117.6085530395959,5.35,6
43.660541409081205,-117.60957426772882,5.35,6
43.66350149844608,-117.61059634150091,5.35,6
43.666461251966176,-117.61161924066252,5.35,6
43.669420694407414,-117.61264294496404,5.35,6
43.672379850535755,-117.61366743415579,5.35,6
43.675338745117195,-117.61469268798828,5.35,6
43.678297407400215,-117.61571869762084,5.35,6
43.68125588456379,-117.6167454998494,5.35,6
43.68421422826938,-117.6177731428788,5.35,6
43.6871724901785,-117.61880167491393,5.35,6
43.69013072195268,-117.61983114415969,5.35,6
43.69308897525341,-117.62086159882108,5.35,6
43.696047301742155,-117.62189308710285,5.35,6
43.69900575308049,-117.62292565720998,5.35,6
43.70196438092987,-117.62395935734739,5.35,6
43.704923236951814,-117.62499423571988,5.35,6
43.70788237280783,-117.62603034053245,5.35,6
43.71084184015943,-117.62706771999002,5.35,6
43.71380169066811,-117.62810642229739,5.35,6
43.71676197599536,-117.62914649565947,5.35,6
43.71972274780272,-117.63018798828128,5.35,6
43.722684012833305,-117.63123088218444,5.35,6
43.7256455981569,-117.63227489465845,5.35,6
43.728607285924866,-117.63331967680945,5.35,6
43.731568858288604,-117.63436487974367,5.35,6
43.73453009739952,-117.63541015456738,5.35,6
43.73749078540902,-117.63645515238687,5.35,6
43.74045070446848,-117.63749952430825,5.35,6
43.76701952430321,-117.64681326092787,5.35,6
43.78757625619086,-117.65390222753203,4.63,6
43.79051061970653,-117.65490909818392,4.63,6
43.79344548084031,-117.65591566223313,4.63,6
43.79638119817064,-117.65692230405072,4.63,6
43.79931813027593,-117.6579294080078,4.63,6
43.80225663573454,-117.6589373584753,4.63,6
43.80519707312489,-117.65994653982425,4.63,6
43.80813980102539,-117.66095733642578,4.63,6
43.811085085049285,-117.66197004681436,4.63,6
43.81403281894936,-117.66298462617887,4.63,6
43.81698280351316,-117.66400094387159,4.63,6
43.81993483952831,-117.66501886924485,4.63,6
43.82288872778241,-117.66603827165109,4.63,6
43.82584426906309,-117.66705902044261,4.63,6
43.82880126415791,-117.66808098497167,4.63,6
43.96493908472694,-117.71548159458385,4.39,6
43.96790035081816,-117.71652771331459,4.39,6
43.97086237941635,-117.71757396525247,4.39,6
43.97382526468861,-117.71862017855317,4.39,6
43.97678910080198,-117.71966618137232,4.39,6
43.97975398192352,-117.72071180186542,4.39,6
43.98272000222029,-117.72175686818812,4.39,6
43.985687255859375,-117.7228012084961,4.39,6
43.98865580502121,-117.72384468593594,4.39,6
43.991625583939964,-117.72488730361891,4.39,6
43.99459649486309,-117.72592909964713,4.39,6
43.99756844003813,-117.72697011212287,4.39,6
44.000541321712625,-117.72801037914834,4.39,6
44.00351504213409,-117.72904993882582,4.39,6
44.00648950355001,-117.73008882925745,4.39,6
44.009464608207935,-117.73112708854552,4.779999999999999,5
44.012440258355376,-117.73216475479224,4.779999999999999,5
44.01541635623983,-117.73320186609982,4.779999999999999,5
44.01839280410885,-117.7342384605705,4.779999999999999,5
44.02136950420996,-117.73527457630655,4.779999999999999,5
44.024346358790645,-117.73631025141016,4.779999999999999,5
44.02732327009842,-117.73734552398349,4.779999999999999,5
44.03030014038086,-117.73838043212892,4.779999999999999,5
44.033276895830916,-117.7394150040557,4.779999999999999,5
44.03625355842371,-117.74044922840218,4.0,5
44.039230174079734,-117.7414830839136,4.0,5
44.04220678871955,-117.74251654933539,4.0,5
44.04518344826373,-117.74354960341296,4.779999999999999,5
44.04816019863284,-117.74458222489169,4.779999999999999,5
44.0511370857474,-117.74561439251688,4.779999999999999,5
44.05411415552797,-117.74664608503397,4.39,6
44.05709145389512,-117.74767728118834,4.39,6
44.06006902676937,-117.74870795972532,4.39,6
44.063046920071294,-117.74973809939036,4.39,6
44.06602517972146,-117.75076767892881,4.39,6
44.069003851640396,-117.75179667708602,4.39,6
44.07198298174865,-117.75282507260735,4.39,6
44.074962615966804,-117.75385284423828,4.39,6
44.077942762416384,-117.7548800159943,4.39,6
44.08092327802313,-117.75590679297208,4.39,6
44.08390398191368,-117.75693342553829,4.39,6
44.08688469321475,-117.75796016405974,4.39,6
44.089865231053025,-117.75898725890326,4.39,6
44.09284541455525,-117.76001496043563,4.39,6
44.09582506284803,-117.76104351902353,4.39,6
